Name,chr_hg19,CG_position_hg19,strand_hg19,C_position_hg19,chr_hg38,CG_position_hg38,strand_hg38,C_position_hg38,Illumina_Type,Illumina_Islands_Name,Illumina_Relation_to_Island,Illumina_UCSC_RefGene_Name,Illumina_UCSC_RefGene_Accession,Illumina_UCSC_RefGene_Group,Illumina_Regulatory_Feature_Group,GencodeBasicV12_NAME,GencodeBasicV12_Accession,GencodeBasicV12_Group,GencodeCompV12_NAME,GencodeCompV12_Accession,GencodeCompV12_Group,Array_450k,Array_EPIC.v1,Array_Methyl27_Loci,Array_EPIC.v2
cg21244580,chr8,79934476,-,79934477,chr8,79022241.0,-,79022242.0,II,,OpenSea,,,,,,,,,,,True,True,,0.0
cg24636969,chr8,81787111,-,81787112,chr8,80874876.0,-,80874877.0,I,chr8:81785425-81786038,S_Shore,ZNF704,NM_001033723,TSS200,,ZNF704,ENST00000327835.3,TSS200,ZNF704;ZNF704,ENST00000519936.1;ENST00000327835.3,TSS1500;TSS200,True,True,,1.0
cg10039928,chr8,98880860,-,98880861,chr8,97868632.0,-,97868633.0,II,chr8:98881311-98881843,N_Shore,MATN2;MATN2,NM_002380;NM_030583,TSS1500;TSS1500,Unclassified_Cell_type_specific,MATN2;MATN2;MATN2;MATN2,ENST00000521689.1;ENST00000378716.2;ENST00000524308.1;ENST00000522025.1,TSS1500;TSS1500;TSS1500;TSS1500,MATN2;MATN2;MATN2;MATN2;MATN2,ENST00000521689.1;ENST00000378716.2;ENST00000524308.1;ENST00000523490.1;ENST00000522025.1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,True,True,True,1.0
cg09981361,chr8,109206108,-,109206109,chr8,108193879.0,-,108193880.0,II,,OpenSea,,,,,,,,,,,True,True,,1.0
cg04966191,chr8,133495394,-,133495395,chr8,132483147.0,-,132483148.0,II,chr8:133492398-133493586,S_Shore,,,,,,,,,,,True,True,,1.0
cg03894796,chr8,144361315,-,144361316,chr8,143279145.0,-,143279146.0,II,chr8:144360666-144361504,Island,,,,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg19682134,chr8,145750363,-,145750364,chr8,144524979.0,-,144524980.0,I,chr8:145749855-145750410,Island,LRRC14;LRRC24,NM_014665;NM_001024678,3'UTR;5'UTR,,LRRC14;LRRC24;LRRC24,ENST00000292524.1;ENST00000529415.1;ENST00000533758.1,3'UTR;5'UTR;5'UTR,LRRC14;LRRC24;LRRC24,ENST00000292524.1;ENST00000529415.1;ENST00000533758.1,3'UTR;5'UTR;5'UTR,True,True,,1.0
cg01319235,chr8,146051698,-,146051699,chr8,144826313.0,-,144826314.0,II,chr8:146051833-146053292,N_Shore,ZNF7,NM_003416,TSS1500,,ZNF7;ZNF7;ZNF7;ZNF7;ZNF7,ENST00000325241.6;ENST00000544249.1;ENST00000325217.5;ENST00000529819.1;ENST00000528372.1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,ZNF7;ZNF7;ZNF7;ZNF7;ZNF7;ZNF7;ZNF7;ZNF7;ZNF7;ZNF7;ZNF7,ENST00000532777.1;ENST00000325241.6;ENST00000532382.1;ENST00000528857.1;ENST00000530776.1;ENST00000530682.1;ENST00000532051.1;ENST00000529819.1;ENST00000532393.1;ENST00000530082.1;ENST00000528372.1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,True,True,,1.0
cg14182974,chr9,4791918,+,4791918,chr9,4791918.0,+,4791918.0,I,chr9:4792556-4793553,N_Shore,RCL1,NM_005772,TSS1500,,RCL1;RCL1;RCL1,ENST00000381750.4;ENST00000381732.3;ENST00000473230.1,TSS1500;TSS1500;TSS1500,RCL1;RCL1;RCL1;RCL1,ENST00000381750.4;ENST00000381732.3;ENST00000442869.1;ENST00000473230.1,TSS1500;TSS1500;TSS1500;TSS1500,True,True,,1.0
cg21891967,chr9,98075492,+,98075492,chr9,95313210.0,+,95313210.0,II,chr9:98075418-98075741,Island,FANCC,NM_000136,5'UTR,,FANCC;FANCC,ENST00000375305.1;ENST00000289081.3,5'UTR;5'UTR,FANCC;FANCC;FANCC;FANCC,ENST00000474949.1;ENST00000433829.1;ENST00000375305.1;ENST00000289081.3,3'UTR;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg13891189,chr9,116164001,+,116164001,chr9,113401721.0,+,113401721.0,II,chr9:116163208-116163848,S_Shore,ALAD,NM_000031,TSS1500,Promoter_Associated,ALAD;ALAD,ENST00000277315.5;ENST00000409155.3,TSS1500;TSS1500,ALAD;ALAD;ALAD;ALAD;ALAD;ALAD,ENST00000277315.5;ENST00000482847.1;ENST00000468504.1;ENST00000464749.1;ENST00000448137.1;ENST00000409155.3,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,True,True,,1.0
cg00220243,chr9,132330135,+,132330135,chr9,129567856.0,+,129567856.0,II,chr9:132331218-132331458,N_Shore,,,,Unclassified,,,,,,,True,True,,1.0
cg03191962,chr9,135753193,+,135753193,chr9,132877806.0,+,132877806.0,II,chr9:135753347-135754384,N_Shore,C9orf98;C9orf9,NM_152572;NM_018956,Body;TSS1500,Promoter_Associated,C9orf9;C9orf9;AK8,ENST00000372136.3;ENST00000356311.5;ENST00000477396.1,TSS1500;TSS1500;3'UTR,C9orf9;C9orf9;AK8,ENST00000372136.3;ENST00000356311.5;ENST00000476719.1,TSS1500;TSS1500;3'UTR,True,True,,1.0
cg01126560,chr9,139886304,+,139886304,chr9,136991852.0,+,136991852.0,II,chr9:139886312-139887180,N_Shore,C9orf142,NM_183241,TSS1500,Promoter_Associated,C9orf142;C9orf142,ENST00000371620.3;ENST00000493968.1,TSS1500;TSS1500,C9orf142;C9orf142;C9orf142;C9orf142;C9orf142;C9orf142;C9orf142;C9orf142;C9orf142,ENST00000371620.3;ENST00000468484.1;ENST00000481187.1;ENST00000483807.1;ENST00000488678.1;ENST00000493968.1;ENST00000467845.1;ENST00000492564.1;ENST00000498095.1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,True,True,True,1.0
cg13573611,chr9,140336654,+,140336654,chr9,137442202.0,+,137442202.0,II,chr9:140335758-140336321,S_Shore,ENTPD8;ENTPD8,NM_198585;NM_001033113,TSS1500;TSS1500,,ENTPD8,ENST00000344119.2,TSS1500,ENTPD8;ENTPD8,ENST00000344119.2;ENST00000461823.1,TSS1500;TSS1500,True,True,,1.0
cg04824555,chr9,141105974,+,141105974,chr9,138215524.0,+,138215524.0,II,,OpenSea,FAM157B,NM_001145249,TSS1500,,,,,FAM157B,ENST00000540522.1,TSS1500,True,True,,0.0
cg03576809,chr9,38619668,-,38619669,chr9,38619671.0,-,38619672.0,II,chr9:38619908-38622631,N_Shore,ANKRD18A;C9orf122,NM_147195;NR_027294,Body;TSS1500,,FAM201A;FAM201A,ENST00000484285.2;ENST00000377680.3,TSS1500;TSS1500,FAM201A;FAM201A;FAM201A,ENST00000471864.1;ENST00000484285.2;ENST00000377680.3,TSS1500;TSS1500;TSS1500,True,True,,0.0
cg07881032,chr9,102059051,-,102059052,chr9,99296769.0,-,99296770.0,II,chr9:102058841-102059213,Island,,,,Unclassified,,,,,,,True,True,,1.0
cg21177396,chr9,126888124,-,126888125,chr9,124125845.0,-,124125846.0,II,,OpenSea,,,,,,,,,,,True,True,,1.0
cg19519624,chr9,138881792,-,138881793,chr9,135989946.0,-,135989947.0,II,chr9:138881791-138882027,Island,,,,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg13518232,chr9,138885168,-,138885169,chr9,135993322.0,-,135993323.0,II,chr9:138881791-138882027,S_Shelf,,,,,,,,,,,True,True,,1.0
cg00219169,chr10,530951,+,530951,chr10,485011.0,+,485011.0,II,chr10:530713-531099,Island,DIP2C,NM_014974,Body,,DIP2C,ENST00000381496.3,5'UTR,DIP2C,ENST00000381496.3,5'UTR,True,True,,1.0
cg09955645,chr10,531098,+,531098,chr10,485158.0,+,485158.0,II,chr10:530713-531099,Island,DIP2C,NM_014974,Body,,DIP2C,ENST00000381496.3,5'UTR,DIP2C,ENST00000381496.3,5'UTR,True,True,,1.0
cg20503657,chr10,835505,+,835505,chr10,789565.0,+,789565.0,I,,OpenSea,,,,Unclassified,,,,,,,True,True,,0.0
cg06188367,chr10,45359611,+,45359611,chr10,44864163.0,+,44864163.0,I,chr10:45360174-45360526,N_Shore,,,,Promoter_Associated,TMEM72-AS1,ENST00000450287.1,3'UTR,TMEM72-AS1,ENST00000450287.1,3'UTR,True,True,,1.0
cg12845268,chr10,63657363,+,63657363,chr10,61897604.0,+,61897604.0,II,,OpenSea,,,,Unclassified,,,,,,,True,True,,1.0
cg06850159,chr10,84157607,+,84157607,chr10,82397851.0,+,82397851.0,II,,OpenSea,NRG3;NRG3;NRG3,NM_001165972;NM_001165973;NM_001010848,Body;Body;Body,,,,,NRG3,ENST00000555784.1,3'UTR,True,True,,1.0
cg21012874,chr10,88718393,+,88718393,chr10,86958636.0,+,86958636.0,II,,OpenSea,SNCG;SNCG;MMRN2,NM_003087;NM_003087;NM_024756,1stExon;5'UTR;TSS1500,,MMRN2;MMRN2;SNCG;SNCG;SNCG;SNCG;MMRN2,ENST00000372027.4;ENST00000443699.1;ENST00000483064.1;ENST00000372017.3;ENST00000348795.4;ENST00000348795.4;ENST00000474994.1,TSS1500;TSS1500;TSS1500;TSS200;5'UTR;1stExon;3'UTR,MMRN2;MMRN2;SNCG;SNCG;SNCG;SNCG;SNCG;MMRN2;SNCG,ENST00000372027.4;ENST00000443699.1;ENST00000483064.1;ENST00000372017.3;ENST00000465679.1;ENST00000348795.4;ENST00000348795.4;ENST00000474994.1;ENST00000465679.1,TSS1500;TSS1500;TSS1500;TSS200;1stExon;5'UTR;1stExon;3'UTR;5'UTR,True,True,True,1.0
cg02971322,chr10,102997782,+,102997782,chr10,101238025.0,+,101238025.0,I,chr10:102996034-102996646,S_Shore,FLJ41350,NR_029380,Body,,RP11-107I14.1,ENST00000430651.1,5'UTR,RP11-107I14.1;RP11-107I14.1;RP11-107I14.1;RP11-107I14.1;RP11-107I14.1;RP11-107I14.1,ENST00000454527.1;ENST00000430651.1;ENST00000434878.1;ENST00000456391.1;ENST00000456391.1;ENST00000434878.1,5'UTR;5'UTR;1stExon;1stExon;5'UTR;5'UTR,True,True,,1.0
cg22704845,chr10,103050437,+,103050437,chr10,101290680.0,+,101290680.0,II,chr10:103051128-103052162,N_Shore,,,,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg24143137,chr10,103995782,+,103995782,chr10,102236025.0,+,102236025.0,II,chr10:103990213-103991829,S_Shelf,PITX3,NM_005029,5'UTR,,PITX3;RP11-242B12.5,ENST00000370002.3;ENST00000556056.1,5'UTR;5'UTR,PITX3;RP11-242B12.5,ENST00000370002.3;ENST00000556056.1,5'UTR;5'UTR,True,True,,1.0
cg00492979,chr10,105428385,+,105428385,chr10,103668627.0,+,103668627.0,II,chr10:105428505-105428713,N_Shore,SH3PXD2A,NM_014631,Body,Promoter_Associated,SH3PXD2A,ENST00000315994.5,5'UTR,SH3PXD2A,ENST00000315994.5,5'UTR,True,True,,1.0
cg07262395,chr10,111966094,+,111966094,chr10,110206336.0,+,110206336.0,II,chr10:111967428-111970723,N_Shore,MXI1,NM_130439,TSS1500,Unclassified_Cell_type_specific,MXI1,ENST00000332674.5,TSS1500,MXI1;MXI1,ENST00000332674.5;ENST00000453116.1,TSS1500;TSS1500,True,True,,1.0
cg12765123,chr10,132100019,+,132100019,chr10,130301755.0,+,130301755.0,I,,OpenSea,,,,,,,,,,,True,True,,1.0
cg24696332,chr10,133957598,+,133957598,chr10,132144094.0,+,132144094.0,II,chr10:133953845-133954279,S_Shelf,JAKMIP3,NM_001105521,Body,,JAKMIP3;JAKMIP3,ENST00000477275.1;ENST00000477275.1,1stExon;5'UTR,JAKMIP3;JAKMIP3,ENST00000477275.1;ENST00000477275.1,1stExon;5'UTR,True,True,,0.0
cg00153041,chr10,135462590,+,135462590,chr10,133649086.0,+,133649086.0,II,,OpenSea,,,,,,,,,,,True,True,,0.0
cg16977735,chr10,530714,-,530715,chr10,484774.0,-,484775.0,II,chr10:530713-531099,Island,DIP2C,NM_014974,Body,Unclassified,DIP2C,ENST00000381496.3,5'UTR,DIP2C;DIP2C,ENST00000423550.1;ENST00000381496.3,ExonBnd;5'UTR,True,True,,1.0
cg11444332,chr10,8088904,-,8088905,chr10,8046941.0,-,8046942.0,II,chr10:8091374-8098329,N_Shelf,,,,,,,,,,,True,True,,1.0
cg00142642,chr10,13200437,-,13200438,chr10,13158437.0,-,13158438.0,I,chr10:13203436-13203790,N_Shelf,,,,Unclassified_Cell_type_specific,,,,,,,True,True,,0.0
cg12428160,chr10,44500693,-,44500694,chr10,44005245.0,-,44005246.0,II,chr10:44500981-44501270,N_Shore,,,,,,,,,,,True,True,,1.0
cg03444077,chr10,45359721,-,45359722,chr10,44864273.0,-,44864274.0,I,chr10:45360174-45360526,N_Shore,,,,Promoter_Associated,TMEM72-AS1,ENST00000450287.1,3'UTR,TMEM72-AS1,ENST00000450287.1,3'UTR,True,True,,0.0
cg04004590,chr10,52750296,-,52750297,chr10,50990536.0,-,50990537.0,II,chr10:52750956-52751765,N_Shore,PRKG1,NM_001098512,TSS1500,,PRKG1;PRKG1,ENST00000401604.2;ENST00000373985.1,TSS1500;TSS1500,PRKG1;PRKG1,ENST00000401604.2;ENST00000373985.1,TSS1500;TSS1500,True,True,,1.0
cg24160569,chr10,62011445,-,62011446,chr10,60251687.0,-,60251688.0,II,,OpenSea,ANK3,NM_020987,Body,,ANK3,ENST00000395293.2,5'UTR,ANK3,ENST00000395293.2,5'UTR,True,True,,1.0
cg12450708,chr10,71341259,-,71341260,chr10,69581503.0,-,69581504.0,II,chr10:71337585-71338675,S_Shelf,,,,,,,,,,,True,True,,0.0
cg00169964,chr10,85974172,-,85974173,chr10,84214416.0,-,84214417.0,II,,OpenSea,PCDH21,NM_033100,Body,Unclassified,CDHR1,ENST00000459673.1,5'UTR,CDHR1,ENST00000459673.1,5'UTR,True,True,,1.0
cg15233961,chr10,96990543,-,96990544,chr10,95230786.0,-,95230787.0,II,,OpenSea,,,,,RP11-310E22.4;RP11-310E22.4,ENST00000451737.1;ENST00000451737.1,3'UTR;1stExon,RP11-310E22.4;RP11-310E22.4,ENST00000451737.1;ENST00000451737.1,3'UTR;1stExon,True,True,,1.0
cg14251734,chr10,100407378,-,100407379,chr10,98647621.0,-,98647622.0,II,,OpenSea,HPSE2;HPSE2;HPSE2;HPSE2,NM_001166244;NM_001166245;NM_021828;NM_001166246,Body;Body;Body;Body,,,,,,,,True,True,,1.0
cg18103548,chr10,102901943,-,102901944,chr10,101142186.0,-,101142187.0,I,chr10:102899822-102900263,S_Shore,,,,Unclassified,RP11-108L7.11,ENST00000441069.1,TSS1500,RP11-108L7.11,ENST00000441069.1,TSS1500,True,True,,1.0
cg06620993,chr10,105420831,-,105420832,chr10,103661073.0,-,103661074.0,II,chr10:105420685-105421076,Island,SH3PXD2A,NM_014631,Body,,,,,,,,True,True,,1.0
cg10475928,chr10,118901190,-,118901191,chr10,117141679.0,-,117141680.0,II,chr10:118899247-118900329,S_Shore,,,,,,,,,,,True,True,,1.0
cg23331156,chr10,123754135,-,123754136,chr10,121994620.0,-,121994621.0,II,,OpenSea,TACC2;TACC2,NM_206862;NM_206861,5'UTR;5'UTR,,TACC2;TACC2,ENST00000369005.1;ENST00000515273.1,5'UTR;5'UTR,TACC2;TACC2;TACC2;TACC2;TACC2,ENST00000474014.1;ENST00000492689.1;ENST00000369005.1;ENST00000515273.1;ENST00000498721.1,TSS200;5'UTR;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg16351002,chr10,124610101,-,124610102,chr10,122850585.0,-,122850586.0,II,,OpenSea,FAM24B,NM_152644,5'UTR,,CUZD1;CUZD1;CUZD1;FAM24B;FAM24B;FAM24B,ENST00000368904.1;ENST00000368904.1;ENST00000545804.1;ENST00000462859.1;ENST00000368898.3;ENST00000368896.1,5'UTR;1stExon;5'UTR;3'UTR;5'UTR;5'UTR,CUZD1;CUZD1;CUZD1;FAM24B;FAM24B;FAM24B,ENST00000368904.1;ENST00000368904.1;ENST00000545804.1;ENST00000462859.1;ENST00000368898.3;ENST00000368896.1,5'UTR;1stExon;5'UTR;3'UTR;5'UTR;5'UTR,True,True,True,1.0
cg04309849,chr10,131843517,-,131843518,chr10,130045253.0,-,130045254.0,II,chr10:131843516-131844219,Island,,,,,,,,,,,True,True,,0.0
cg13221347,chr10,134062614,-,134062615,chr10,132249110.0,-,132249111.0,I,,OpenSea,STK32C,NM_173575,Body,Unclassified_Cell_type_specific,STK32C;STK32C,ENST00000478542.1;ENST00000368622.1,3'UTR;5'UTR,STK32C;STK32C;STK32C,ENST00000462160.1;ENST00000478542.1;ENST00000368622.1,TSS200;3'UTR;5'UTR,True,True,,1.0
cg25258098,chr11,396794,+,396794,chr11,396794.0,+,396794.0,I,chr11:396685-397462,Island,PKP3,NM_007183,Body,Unclassified,PKP3;PKP3,ENST00000530695.1;ENST00000331563.2,5'UTR;ExonBnd,PKP3;PKP3;PKP3;PKP3;PKP3;PKP3;PKP3;PKP3;PKP3,ENST00000533249.1;ENST00000527442.1;ENST00000528036.1;ENST00000533069.1;ENST00000524646.1;ENST00000526971.1;ENST00000530695.1;ENST00000533249.1;ENST00000534401.1,5'UTR;5'UTR;5'UTR;5'UTR;TSS1500;TSS1500;5'UTR;ExonBnd;5'UTR,True,True,,1.0
cg01794156,chr11,397077,+,397077,chr11,397077.0,+,397077.0,I,chr11:396685-397462,Island,PKP3,NM_007183,Body,Unclassified,,,,PKP3;PKP3,ENST00000524646.1;ENST00000526971.1,TSS1500;TSS1500,True,True,,1.0
cg06974175,chr11,3662967,+,3662967,chr11,3641737.0,+,3641737.0,II,chr11:3663052-3663802,N_Shore,ART5;ART5,NM_001079536;NM_053017,Body;Body,Unclassified_Cell_type_specific,,,,ART5;ART5,ENST00000453353.2;ENST00000425767.2,TSS1500;TSS1500,True,True,,1.0
cg11976911,chr11,13509032,+,13509032,chr11,13487485.0,+,13487485.0,II,,OpenSea,,,,,,,,,,,True,True,,0.0
cg07238401,chr11,14994397,+,14994397,chr11,14972851.0,+,14972851.0,II,chr11:14995128-14995908,N_Shore,CALCA;CALCA;CALCA,NM_001741;NM_001033953;NM_001033952,TSS1500;TSS1500;TSS1500,,CALCA;CALCA;CALCA;CALCB,ENST00000396372.2;ENST00000361010.3;ENST00000331587.4;ENST00000523376.1,TSS1500;TSS1500;TSS1500;5'UTR,CALCA;CALCA;CALCA;CALCA;CALCB,ENST00000469608.1;ENST00000396372.2;ENST00000361010.3;ENST00000331587.4;ENST00000523376.1,TSS1500;TSS1500;TSS1500;TSS1500;5'UTR,True,True,,1.0
cg05061471,chr11,14994561,+,14994561,chr11,14973015.0,+,14973015.0,II,chr11:14995128-14995908,N_Shore,CALCA;CALCA;CALCA,NM_001741;NM_001033953;NM_001033952,TSS1500;TSS1500;TSS1500,,CALCA;CALCA;CALCA;CALCB,ENST00000396372.2;ENST00000361010.3;ENST00000331587.4;ENST00000523376.1,TSS1500;TSS1500;TSS1500;5'UTR,CALCA;CALCA;CALCA;CALCA;CALCB,ENST00000469608.1;ENST00000396372.2;ENST00000361010.3;ENST00000331587.4;ENST00000523376.1,TSS1500;TSS1500;TSS1500;TSS1500;5'UTR,True,True,,1.0
cg07934552,chr11,32355483,+,32355483,chr11,32333937.0,+,32333937.0,II,chr11:32354760-32355484,Island,,,,,RP1-65P5.1,ENST00000525689.1,3'UTR,RP1-65P5.1,ENST00000525689.1,3'UTR,True,True,,1.0
cg04862679,chr11,59578540,+,59578540,chr11,59811067.0,+,59811067.0,II,chr11:59578090-59578379,S_Shore,MRPL16,NM_017840,TSS200,Promoter_Associated,MRPL16,ENST00000300151.4,TSS200,MRPL16;MRPL16;MRPL16;MRPL16,ENST00000525470.1;ENST00000534340.1;ENST00000300151.4;ENST00000531802.1,TSS1500;TSS1500;TSS200;TSS1500,True,True,,1.0
cg01421380,chr11,62446817,+,62446817,chr11,62679345.0,+,62679345.0,II,chr11:62446038-62446613,S_Shore,UBXN1,NM_015853,TSS1500,Promoter_Associated,UBXN1;UBXN1;UBXN1;UBXN1;UBXN1;UBXN1,ENST00000533000.1;ENST00000294119.2;ENST00000529640.1;ENST00000537534.1;ENST00000524762.1;ENST00000301935.5,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,UBXN1;UBXN1;UBXN1;UBXN1;UBXN1;UBXN1;UBXN1;UBXN1;UBXN1;UBXN1;UBXN1;UBXN1;UBXN1,ENST00000533000.1;ENST00000525004.1;ENST00000526919.1;ENST00000294119.2;ENST00000532904.1;ENST00000529640.1;ENST00000525717.1;ENST00000537534.1;ENST00000531056.1;ENST00000524762.1;ENST00000534176.1;ENST00000301935.5;ENST00000436354.2,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,True,True,,1.0
cg03101664,chr11,64794610,+,64794610,chr11,65027138.0,+,65027138.0,II,chr11:64794832-64795362,N_Shore,SNX15;SNX15,NM_147777;NM_013306,TSS1500;TSS1500,Promoter_Associated,SNX15;SNX15,ENST00000377244.3;ENST00000301886.3,TSS1500;5'UTR,SNX15;SNX15;SNX15;SNX15;SNX15;SNX15;SNX15;SNX15,ENST00000377244.3;ENST00000529673.1;ENST00000534637.1;ENST00000524831.1;ENST00000352068.5;ENST00000526702.1;ENST00000525648.1;ENST00000301886.3,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;5'UTR,True,True,True,1.0
cg15887846,chr11,65779192,+,65779192,chr11,66011721.0,+,66011721.0,II,chr11:65779311-65779767,N_Shore,CST6,NM_001323,TSS1500,,CST6,ENST00000312134.2,TSS200,CST6,ENST00000312134.2,TSS200,True,True,True,1.0
cg20051530,chr11,65816935,+,65816935,chr11,66049464.0,+,66049464.0,I,chr11:65816404-65816665,S_Shore,GAL3ST3,NM_033036,TSS1500,Unclassified_Cell_type_specific,SF3B2;GAL3ST3,ENST00000534307.1;ENST00000312006.4,TSS1500;TSS1500,SF3B2;SF3B2;GAL3ST3;GAL3ST3,ENST00000529577.1;ENST00000534307.1;ENST00000527048.1;ENST00000312006.4,TSS1500;TSS1500;TSS1500;TSS1500,True,True,,0.0
cg23188684,chr11,67383651,+,67383651,chr11,67616180.0,+,67616180.0,I,chr11:67383537-67383809,Island,,,,Promoter_Associated,,,,,,,True,True,,1.0
cg00864171,chr11,67383662,+,67383662,chr11,67616191.0,+,67616191.0,II,chr11:67383537-67383809,Island,,,,Promoter_Associated,,,,,,,True,True,,1.0
cg07716408,chr11,68623521,+,68623521,chr11,68856053.0,+,68856053.0,II,chr11:68622108-68622339,S_Shore,,,,Unclassified,,,,,,,True,True,,1.0
cg10283695,chr11,107465210,+,107465210,chr11,107594484.0,+,107594484.0,II,chr11:107461743-107462648,S_Shelf,ELMOD1;ELMOD1,NM_001130037;NM_018712,5'UTR;5'UTR,,ELMOD1;ELMOD1;ELMOD1,ENST00000531234.1;ENST00000265840.7;ENST00000443271.2,5'UTR;5'UTR;5'UTR,ELMOD1;ELMOD1;ELMOD1;ELMOD1;ELMOD1,ENST00000531234.1;ENST00000265840.7;ENST00000443271.2;ENST00000524378.1;ENST00000527036.1,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg25132257,chr11,112916139,+,112916139,chr11,113045417.0,+,113045417.0,I,,OpenSea,NCAM1;NCAM1;NCAM1,NM_001076682;NM_000615;NM_181351,Body;Body;Body,,NCAM1,ENST00000397957.4,5'UTR,NCAM1;NCAM1;NCAM1;NCAM1;NCAM1;NCAM1;NCAM1;NCAM1;NCAM1;NCAM1,ENST00000531915.1;ENST00000527506.1;ENST00000533760.1;ENST00000528742.1;ENST00000397957.4;ENST00000526427.1;ENST00000524665.1;ENST00000529420.1;ENST00000531838.1;ENST00000534015.1,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg08743050,chr11,113113936,+,113113936,chr11,113243214.0,+,113243214.0,II,,OpenSea,NCAM1;NCAM1;NCAM1,NM_001076682;NM_000615;NM_181351,Body;Body;Body,,NCAM1,ENST00000397957.4,5'UTR,NCAM1;NCAM1;NCAM1;NCAM1;NCAM1;NCAM1;NCAM1;NCAM1;NCAM1;NCAM1;NCAM1;NCAM1;NCAM1;NCAM1,ENST00000531915.1;ENST00000527506.1;ENST00000533760.1;ENST00000397957.4;ENST00000526427.1;ENST00000524665.1;ENST00000534015.1;ENST00000530543.1;ENST00000526322.1;ENST00000531817.1;ENST00000533073.1;ENST00000528590.1;ENST00000525355.1;ENST00000525691.1,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg14201467,chr11,115372348,+,115372348,chr11,115501630.0,+,115501630.0,II,chr11:115373574-115375881,N_Shore,CADM1;CADM1,NM_001098517;NM_014333,Body;Body,,CADM1,ENST00000537140.1,3'UTR,CADM1;CADM1;CADM1,ENST00000537140.1;ENST00000541434.1;ENST00000536781.1,3'UTR;3'UTR;3'UTR,True,True,,1.0
cg05566455,chr11,128774523,+,128774523,chr11,128904628.0,+,128904628.0,II,,OpenSea,C11orf45;KCNJ5,NM_145013;NM_000890,5'UTR;5'UTR,,C11orf45;C11orf45;C11orf45;C11orf45;KCNJ5;KCNJ5,ENST00000530168.1;ENST00000310799.3;ENST00000524878.1;ENST00000310799.3;ENST00000529694.1;ENST00000338350.4,TSS200;5'UTR;5'UTR;ExonBnd;5'UTR;5'UTR,C11orf45;C11orf45;C11orf45;C11orf45;KCNJ5;KCNJ5;KCNJ5,ENST00000530168.1;ENST00000310799.3;ENST00000524878.1;ENST00000310799.3;ENST00000533356.1;ENST00000529694.1;ENST00000338350.4,TSS200;5'UTR;5'UTR;ExonBnd;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg24953078,chr11,131878924,+,131878924,chr11,132009030.0,+,132009030.0,II,,OpenSea,NTM;NTM;NTM;NTM,NM_001144059;NM_001048209;NM_001144058;NM_016522,Body;Body;Body;Body,,,,,NTM;NTM,ENST00000479431.1;ENST00000498764.1,5'UTR;5'UTR,True,True,,1.0
cg17840408,chr11,396686,-,396687,chr11,396686.0,-,396687.0,II,chr11:396685-397462,Island,PKP3,NM_007183,Body,Unclassified,PKP3;PKP3,ENST00000530695.1;ENST00000331563.2,5'UTR;ExonBnd,PKP3;PKP3;PKP3;PKP3;PKP3;PKP3;PKP3;PKP3;PKP3,ENST00000533249.1;ENST00000527442.1;ENST00000528036.1;ENST00000533069.1;ENST00000524646.1;ENST00000526971.1;ENST00000530695.1;ENST00000534401.1;ENST00000534401.1,5'UTR;5'UTR;5'UTR;5'UTR;TSS1500;TSS1500;5'UTR;ExonBnd;5'UTR,True,True,,1.0
